id,Tiêu đề,Giá,Khoảng giá min,Khoảng giá max,Địa chỉ,Mô tả chi tiết,Thương hiệu,Dòng xe,Năm đăng ký,Số Km đã đi,Tình trạng,Loại xe,Dung tích xe,Xuất xứ,Chính sách bảo hành,Trọng lượng,Href,Thời gian ghi nhận,Gia_Thuc_Te_Trieu,Gia_AI_Du_Doan_Trieu,Co_Bat_Thuong,Ly_Do_Chi_Tiet
1004,do nhu cầu không sử dụng nữa cần ra đi em satria,23.600.000 đ,21.52 tr,25.26 tr,"Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh","Satria indo nhập
Chính chủ đứng tên
Do nhu cầu không sử đụng đến cần ra đi em nó 
Mới thay cặp vỏ vỏ michelin pilot street 2 đi chưa dc 10km
Lh trực tiếp ***",Suzuki,Satria,2020,18800,Đã sử dụng,Xe số,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123405190.htm,2025-11-28 12:11:09,23.6,12.873742,1,Giá CAO bất thường. AI dự đoán: 12.87 tr. (Cao hơn 83%)
1008,xe GN125,6.999.999 đ,41.82 tr,49.09 tr,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","xe máy còn êm 
giấy tờ đầy đủ
cần liên hệ có bớt ạ
zalo ***",Suzuki,GN,2020,50000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123402234.htm,2025-11-28 12:11:09,6.999999,19.611694,1,Giá RẺ bất thường. AI dự đoán: 19.61 tr. (Thấp hơn 64%)
1009,Cần bán,28.500.000 đ,9.61 tr,11.28 tr,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",Cần bán xe máy chính chủ dầu nòi chưa rớt bao rin,Honda,Dream,2000,50000,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123387564.htm,2025-11-28 12:11:09,28.5,15.748966,1,Giá CAO bất thường. AI dự đoán: 15.75 tr. (Cao hơn 81%)
1012,Bán xe,25.000.000 đ,19.45 tr,22.83 tr,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","đã dùng liên tục 25 năm, có sửa chữa trên 5 lần",Honda,Spacy,2000,100000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123376280.htm,2025-11-28 12:11:09,25.0,13.754247,1,Giá CAO bất thường. AI dự đoán: 13.75 tr. (Cao hơn 82%)
1017,Cần bán Yaz125 TLHQ,320.000.000 đ,50.6 tr,59.4 tr,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh","xe Thanh lý Hải Quan bs 63AF
giấy tờ pháp lý chuẩn bao rút gốc
xe Zin từ A -> Z
bao check bao test
sk sm zin theo xe
e cần bán lại ae nào ưng liên hệ e nha
xe đag ở Quận 7 HCM qua xem xe thoải mái ạ",Yamaha,YAZ,2001,8888,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123364491.htm,2025-11-28 12:11:09,320.0,138.61711,1,Giá CAO bất thường. AI dự đoán: 138.62 tr. (Cao hơn 131%)
1021,Xe biển đẹp,72.000.000 đ,28 tr,32.86 tr,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Cần bán gấp tình yêu thương..xe biển quá đẹp.ngủ quý... bán cho người xài..cò bay đi dùm.. cảm ơn,Honda,Vision,2023,7000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123346824.htm,2025-11-28 12:11:09,72.0,32.020363,1,Giá CAO bất thường. AI dự đoán: 32.02 tr. (Cao hơn 125%)
1028,Cần bán gấp,75.000.000 đ,28 tr,32.86 tr,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","Kẹt tiền, cần ra đi e iu thương,xe đẹp vk chạy đi chợ,bao bao ngon",Honda,Vision,2023,4000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123326999.htm,2025-11-28 12:11:09,75.0,31.180477,1,Giá CAO bất thường. AI dự đoán: 31.18 tr. (Cao hơn 141%)
1031,Cần bán gấp,90.000.000 đ,28 tr,32.86 tr,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh","Cần ra con xe như hình.ky uy quyền,hổ trợ đổi xe khi cần",Honda,Vision,2023,9000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123207998.htm,2025-11-28 12:11:09,90.0,28.914557,1,Giá CAO bất thường. AI dự đoán: 28.91 tr. (Cao hơn 211%)
1042,nouvo 2 cọp odo 29 ngàn,9.500.000 đ,2.73 tr,3.2 tr,"Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",Cần ra đi em nó nouvo 2 xe cọp chất odo đúng 29 ngàn đầu nồi chưa mở dành cho ae đam mê về dọn kiểng hay zin bao máy móc dàn điện máy êm như xe điện ae có nhu cầu alo có fix cho ae thiện chí bstp 4 số xe nhập thái bản bánh căm zin full,Yamaha,Nouvo,2005,29000,Đã sử dụng,Tay ga,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123271655.htm,2025-11-28 12:11:09,9.5,4.378574,1,Giá CAO bất thường. AI dự đoán: 4.38 tr. (Cao hơn 117%)
1044,Xe wave nhỏ,3.600.000 đ,10.55 tr,12.38 tr,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","Bán cho ai cần, giấy tờ đầy đủ, máy êm, đủ chức năng, đi cày bừa tốt, kV HCM có ship",Honda,Wave,2002,68686,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123264824.htm,2025-11-28 12:11:09,3.6,10.99078,1,Giá RẺ bất thường. AI dự đoán: 10.99 tr. (Thấp hơn 67%)
1048,Vespa Primavera biển số Quận 1-chính chủ-ít chạy,23.500.000 đ,20.52 tr,24.08 tr,"Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh","Xe e ko dám nhận là xe cọp , nhưng xe e bảo đảm là xe cứng , bảo đảm là xe đẹp . Xe thật, người thật, giá tốt . E cần bán Piaggio vespa Primavera 2015 biển số thành phố, quận 1 , chính chủ 1 đời chủ, công chứng ủy quyền hoặc mua bán liền ko hẹn hò gì hết . Xe đi đúng 30.000 cây ko chỉnh , ko sửa qua xem ko đúng e tặng luôn xe . Xe đang trong tình trạng hoạt động tốt tất cả chức năng , máy móc êm như xe điện , chạy bao êm bao vọt , xe 2015 mới chạy 30k thì ace cũng hiểu chất máy ạ , ngoại hình liền lạc sạch đẹp sang trọng , cặp vỏ trước sau dày cui . Dàn chân cứng ngắc , sạch sẽ ốc tán sáng loáng . Xe e vừa thay nhớt máy nhớt số hết rồi , mua về chỉ việc đổ xăng là chạy thôi ạ . E mua bán tại nhà uy tín tình trạng xe như thế nào e đều nói rõ ràng để đỡ mất thời gian của đôi bên .",Piaggio,Primavera,2015,30000,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123253347.htm,2025-11-28 12:11:09,23.5,15.114967,1,Giá CAO bất thường. AI dự đoán: 15.11 tr. (Cao hơn 55%)
1055,Bán xe future 2 up wave125 dọn mới từ trong ngoài,28.000.000 đ,17.14 tr,20.13 tr,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","Tình trạng xe mới từ trong ra ngoài mới dọn từ trước tết tới giờ , máy làm full cục , sơn từ trong ra ngoài tỉ mỉ xe dọn chạy nay chán bán , xe k9c bao tranh chấp không sang tên ae sang tên nhờ cò giúp",Honda,Future,2005,9999,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123228334.htm,2025-11-28 12:11:09,28.0,17.267063,1,Giá CAO bất thường. AI dự đoán: 17.27 tr. (Cao hơn 62%)
1067,sp 2005 mọc zin. bstp 9c bao kí,24.500.000 đ,10.41 tr,12.22 tr,"Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",Sp 2005 bstp 9c. Còn 4s. Uq hay mua bán đều dc. Bao kí. Xe chất cứng cáp. Xường đẹp. Cứng k mục lủng. Dàn chân zin đẹp óc tán 7 màu. Xe cứng cáp. Máy chỉ có rớt đầu cạo khói .dàn hơi chắc nịt . Lực ấm. K dọng hú . Nhẹ nhàn. Xe còn leng keng lắm. Ae đổ xăng là đi. Phù hợp mấy ae thít nhẹ nhàng đơn giản,Honda,Dream,2005,238000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123201416.htm,2025-11-28 12:11:09,24.5,11.372712,1,Giá CAO bất thường. AI dự đoán: 11.37 tr. (Cao hơn 115%)
1070,Exciter 1S9A 2012 biển 63 xác xe còn rất đẹp,25.000.000 đ,13.82 tr,16.22 tr,"Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",Đầu nồi chưa rớt ranty thì thầm pô zin hãng nổ nghe tốc tốc phê cái lỗ tai…ae lưu ý nha xe được dọn lên từ xác xe cọp đầu nồi chưa rớt ốc tán sáng đẹp không phải xe nát dọn lên nên ae đừng so sánh tiền nào của đó thôi…tiền dọn đã 15tr chưa tính xác xe 1S9A nếu đẹp đầu nồi chưa rớt thì cũng 20tr...mình bán 25tr ae nào thiện chí mua còn bớt lưu ý xe mình không chính chủ mua bán tại nhà nha cavet zin sk sm zin không đục tháp bao tranh cho ae yên tâm mua chạy cafe chở gái đi dạo..phong bạc với thiên hạ,Yamaha,Exciter,2012,28000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123193401.htm,2025-11-28 12:11:09,25.0,15.874437,1,Giá CAO bất thường. AI dự đoán: 15.87 tr. (Cao hơn 57%)
1075,Cần bán gấp chính chủ ủy quyền,120.000.000 đ,28 tr,32.86 tr,"Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",Cần bán gấp.chinh chủ ủy quyền .. chia cho ae đam mê biển đẹp,Honda,Vision,2023,900000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123179127.htm,2025-11-28 12:11:09,120.0,45.122383,1,Giá CAO bất thường. AI dự đoán: 45.12 tr. (Cao hơn 166%)
1078,Xe Cúp 50,2.300.000 đ,5.26 tr,6.18 tr,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh","Bán chiếc cúp 50 cho ai cần đi cày bừa, máy cực kỳ êm, zin rất nhiều, đủ chức năng, kv HCM có ship",Honda,Cub,2000,868686,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123168243.htm,2025-11-28 12:11:09,2.3,5.8090444,1,Giá RẺ bất thường. AI dự đoán: 5.81 tr. (Thấp hơn 60%)
1081,Jupiter fi 2013 màu đỏ đen,11.500.000 đ,7.7 tr,9.04 tr,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh","Em bán lại xe em dang đi jupiter fi 2013 đỏ đen, 
Xe e chạy kỹ máy rất êm ngon và zin
Có xấu theo năm tháng
Anh chị mua về chạy rất ok
Xe em mua lại nên có cccd chủ và chữ ký
Xin cám ơn
Bán bao an ninh ạ",Yamaha,Jupiter,2013,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-7-tp-ho-chi-minh/123159765.htm,2025-11-28 12:11:09,11.5,6.864949,1,Giá CAO bất thường. AI dự đoán: 6.86 tr. (Cao hơn 68%)
1104,Cần bán Fu neo Fi 2008,35.500.000 đ,26.94 tr,31.63 tr,"Phường 6, Quận 8, Tp Hồ Chí Minh","Cần bán Fu neo fi 2008 up áo 2009 tặng kèm áo củ theo xe.xe zin mộc chưa dọn,máy zin vệ sinh đầu và kim phun,lòng chưa rớt.máy êm,dàn chân sạch đẹp.bs49 chính chủ kí giấy.cảm ơn chợ tốt duyệt tin",Honda,Future,2008,888,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/125185413.htm,2025-11-28 12:11:09,35.5,16.853785,1,Giá CAO bất thường. AI dự đoán: 16.85 tr. (Cao hơn 111%)
1107,Xe bán wave RSX Fi.Bstp.Chính chủ. Đời 2014,12.600.000 đ,7.97 tr,9.36 tr,"Phường 7, Quận 8, Tp Hồ Chí Minh","Cần bán xe Wave Fi.RSX.BStp.đời 2014 chính chủ, còn ủy quyền. Máy êm. Đầu lòng chưa rớt. Dàn ngoài còn đẹp. Đèn điện còn đầy đủ.xem xe tại nhà . Địa chỉ. 2980A. Phường 7.quan 8.tphcm. công chứng trong ngày. Anh chị em. Thấy thích hợp lh. Giá bán.12trieu600. còn bớt. Cho khách hàng nào có thiện chí , gọi điện thoại trực tiếp. Cám ơn chợ tốt đã duyệt.",Honda,Wave,2014,24907,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/125161888.htm,2025-11-28 12:11:09,12.6,7.02386,1,Giá CAO bất thường. AI dự đoán: 7.02 tr. (Cao hơn 79%)
1108,Có chiếc dream super như hình cần bán,20.000.000 đ,13.8 tr,16.21 tr,"Phường 4, Quận 8, Tp Hồ Chí Minh",Nhà có chiếc dream super còn đẹp như hình. Do ko có nhu cầu sử dụng cần bán,Honda,Dream,2004,15000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/125168499.htm,2025-11-28 12:11:09,20.0,10.451048,1,Giá CAO bất thường. AI dự đoán: 10.45 tr. (Cao hơn 91%)
1114,Air Blade 125,23.000.000 đ,20.04 tr,23.53 tr,"Phường 9, Quận 8, Tp Hồ Chí Minh",Cần bán ab 125 xe zin máy móc ngon mạnh bs tp chính chủ công chứng,Honda,Air Blade,2016,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/125123075.htm,2025-11-28 12:11:09,23.0,11.478603,1,Giá CAO bất thường. AI dự đoán: 11.48 tr. (Cao hơn 100%)
1117,"SPARK nhập thái lan , chính chủ em bán công chứng",156.000.000 đ,13.61 tr,15.98 tr,"Phường 12, Quận 8, Tp Hồ Chí Minh","Do chật nhà nên em cần bán , spark thái lan , hàng em sưu tầm chơi , odo thấp lắm , chính chủ em chứng giấy uỷ quyền , mua bán cho ace .
Xe zin toàn bộ , chưa đụng chạm , máy bao zin từng con óc . Phun xăng điện tử đi rất tiết kiệm xăng .
Áo có trùm keo , hầu như ko trầy .
Vỏ còn cả cặp , trước sau .
Chỉ đi dạo , cafe , nên odo chỉ 6000km 
Xe đẹp , zin cở này thị trường rất hiếm nhé . 
Chie tiếp ace nào đam mê . Fix nhanh lẹ",Yamaha,Exciter,2014,6000,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124955940.htm,2025-11-28 12:11:09,156.0,24.081392,1,Giá CAO bất thường. AI dự đoán: 24.08 tr. (Cao hơn 548%)
1119,Cuxi 100Fi,15.000.000 đ,15.9 tr,18.67 tr,"Phường 4, Quận 8, Tp Hồ Chí Minh","Cuxi 100fi 

Đã lên tem mới như hình, xe máy êm, dọt , không lỗi lầm
BSTP
Máy móc nguyên zin
Xem xe tại Q8 TpHcm
Giá 15tr tròn
 Nhắn người bán để biết thêm thông tin : 
***(zalo)",Yamaha,Cuxi,2013,20000,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/125092430.htm,2025-11-28 12:11:09,15.0,8.829052,1,Giá CAO bất thường. AI dự đoán: 8.83 tr. (Cao hơn 70%)
1121,super dream 2016,22.500.000 đ,11.35 tr,13.32 tr,"Phường 5, Quận 8, Tp Hồ Chí Minh","Xe chính chủ
Xe nguyên zin chưa sửa chữa.
Phiên bản kỷ niệm 20 năm của Super Dream",Honda,Dream,2016,28000,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/120751521.htm,2025-11-28 12:11:09,22.5,12.94802,1,Giá CAO bất thường. AI dự đoán: 12.95 tr. (Cao hơn 74%)
1126,chaly 50 japan full mới leng keng,15.300.000 đ,8.74 tr,10.26 tr,"Phường 2, Quận 8, Tp Hồ Chí Minh","Cần ra đi con chaly78 50cc xe dọn từ trong ra ngoài đồ thái rất nhiều nên lên fom nhìn rất đẹp
Máy móc zin 50 cc lên 4 số chạy nhẹ nhàng ít hao xăng
Giấy tờ hợp lệ số khung số máy zin. mua lâu quá lạc chủ nên bán bao tranh chấp.
Giá iu thương chưa bằng tiền dọn
Xem xe 56 dạ nam p2 q8 tphcm",Honda,Chaly,1982,9999,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/121982263.htm,2025-11-28 12:11:09,15.3,8.885969,1,Giá CAO bất thường. AI dự đoán: 8.89 tr. (Cao hơn 72%)
1131,wave thái bstp đời 99 chính chủ xe zin sơn zin,27.000.000 đ,22.73 tr,26.69 tr,"Phường 6, Quận 8, Tp Hồ Chí Minh",Xe mình nước sơn din nguyên chiếc chưa dặm tút . Đồ din Theo xe . Mình đứng tên chính chủ. Có bớt cho người thiện chí,Honda,Wave,1999,99999,Đã sử dụng,Xe số,50 - 100 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124813864.htm,2025-11-28 12:11:09,27.0,10.987435,1,Giá CAO bất thường. AI dự đoán: 10.99 tr. (Cao hơn 146%)
1137,"Kawasaki W175, năm 2020, màu đen, 90% - chính chủ",45.000.000 đ,41.4 tr,48.6 tr,"Phường 16, Quận 8, Tp Hồ Chí Minh","Kawasaki 175 màu đen (2020) xe còn mới, chính chủ, biển số TpHCM",Kawasaki,W175,2020,14000,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Thái Lan,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124898828.htm,2025-11-28 12:11:09,45.0,26.33653,1,Giá CAO bất thường. AI dự đoán: 26.34 tr. (Cao hơn 71%)
1138,"Cần bán xe dylan 150cc, chạy mạnh vọt150cc",37.000.000 đ,8.01 tr,9.41 tr,"Phường 7, Quận 8, Tp Hồ Chí Minh","Bán xe dylan 150cc máy ngon, nước mát đi xa bình thường nhé.",Honda,Dylan,2005,65000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124892736.htm,2025-11-28 12:11:09,37.0,13.86709,1,Giá CAO bất thường. AI dự đoán: 13.87 tr. (Cao hơn 167%)
1141,Xe WAVE S dọn full new từ trong ra ngoài,23.999.999 đ,6.78 tr,7.96 tr,"Phường 5, Quận 8, Tp Hồ Chí Minh","Do dư dùng cần tim chủ mới cho em wave s dọn mới từ trong máy ra ngoài body như xe hãng chạy ra.
Biển số tphcm
Máy móc im ru mượt mà không tiếng động lạ, bao thầy thợ kiểm tra.
Xe ngon và body đẹp như hình ảnh , hình sao thì xe ở ngoài đẹp hơn trong hình ảnh , bao chủ nhân mới lấp lánh khi sử dụng em nó, gặp nhau rồi khó lìa xa .
Dọn lại xe từ bên trong ra bên ngoài đẹp sáng đến từng con ốc xe, bao lấp lánh khi đậu xe trong nhà cũng như dạo xe trên phố.
Công chứng sang tên nhanh gọn cho chủ mới hữu duyên đón bé.
Fix nhẹ nhàng lộc lá nhanh gọn cho ace thiện ý đón bé .Cảm ơn ace xem tin và cảm ơn chợ tốt duyệt bài.",Honda,Wave,2009,19999,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124806770.htm,2025-11-28 12:11:09,23.999999,7.38338,1,Giá CAO bất thường. AI dự đoán: 7.38 tr. (Cao hơn 225%)
1142,Xe Wave dung tích 110cc,10.500.000 đ,6.78 tr,7.96 tr,"Phường 4, Quận 8, Tp Hồ Chí Minh","Xe zin toàn bộ má chạy êm và vọt zin hoàn toàn
Gọi số : ***",Honda,Wave,2009,40000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124876204.htm,2025-11-28 12:11:09,10.5,6.7150803,1,Giá CAO bất thường. AI dự đoán: 6.72 tr. (Cao hơn 56%)
1146,Sh ý đời đầu 2005 lên áo xăng cơ sm609,35.000.000 đ,9.76 tr,11.45 tr,"Phường 6, Quận 8, Tp Hồ Chí Minh","Sh ý 2005 lên áo hình sao xe vậy , uỷ quyền ký điều được xem xe ở quận 8",Honda,Dòng khác,2005,40000,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124843224.htm,2025-11-28 12:11:09,35.0,11.460055,1,Giá CAO bất thường. AI dự đoán: 11.46 tr. (Cao hơn 205%)
1151,*** gọi số này,34.000.000 đ,24.46 tr,28.71 tr,"Phường 15, Quận 8, Tp Hồ Chí Minh","Future X fi 2011 bstp 9 chủ
Xe dọn nguyên con còn khá đẹp
Máy êm zin, nồi mới làm
Choá đèn led, choá zin còn
Yên gọt bao êm
Bstp 9 chủ",Honda,Future,2011,50000,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124544810.htm,2025-11-28 12:11:09,34.0,14.152808,1,Giá CAO bất thường. AI dự đoán: 14.15 tr. (Cao hơn 140%)
1152,"xe ít đi,giờ xuất cảnh nên bán",12.000.000 đ,8.66 tr,10.17 tr,"Phường 1, Quận 8, Tp Hồ Chí Minh","Chính chủ,xe ít đi,mới thay bình,sửa lại 1 ít",Piaggio,LX,2012,100,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124710370.htm,2025-11-28 12:11:09,12.0,7.202752,1,Giá CAO bất thường. AI dự đoán: 7.20 tr. (Cao hơn 67%)
1153,Bán xe SH Ý zin chính chủ chạy . biên số đẹp,168.000.000 đ,66.96 tr,78.61 tr,"Phường 14, Quận 8, Tp Hồ Chí Minh","Cân bán xe chính chủ ít chạy.
bao nguyên zin. 
nhập shY. biên số 51T2:02468 uy quyên 25 năm",Honda,SH,2009,10000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124710352.htm,2025-11-28 12:11:09,168.0,103.04079,1,Giá CAO bất thường. AI dự đoán: 103.04 tr. (Cao hơn 63%)
1156,future 1 đời chủ,30.000.000 đ,21.86 tr,25.66 tr,"Phường 7, Quận 8, Tp Hồ Chí Minh",Xe 1 đời chủ không còn nhu cầu sử dụng,Honda,Future,2007,123568,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124681083.htm,2025-11-28 12:11:09,30.0,16.432528,1,Giá CAO bất thường. AI dự đoán: 16.43 tr. (Cao hơn 83%)
1160,bao chưa rớt đầu xe chùm mền,190.000.000 đ,109.65 tr,128.72 tr,"Phường 12, Quận 8, Tp Hồ Chí Minh",Xe chính chủ còn keo bao chưa rớt đầu ae nào thiẹn chú qua xem xe tặng ae cặp phuộc,Honda,SH,2012,140000,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124652695.htm,2025-11-28 12:11:09,190.0,111.97808,1,Giá CAO bất thường. AI dự đoán: 111.98 tr. (Cao hơn 70%)
1161,xe nhu mới..10 máy năm ko đi.cần bán..chính chủ,30.000.000 đ,10.6 tr,12.44 tr,"Phường 8, Quận 8, Tp Hồ Chí Minh",Xe vespa.lx 125.3vie.2013...để 13 năm ko đi....odo đúng 10 máy km,Piaggio,LX,2013,16,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124649874.htm,2025-11-28 12:11:09,30.0,9.713193,1,Giá CAO bất thường. AI dự đoán: 9.71 tr. (Cao hơn 209%)
1162,Cần thu cũ lên đời mới bán xe,10.000.000 đ,33.65 tr,39.5 tr,"Phường 4, Quận 8, Tp Hồ Chí Minh","Xe hiện hư hỏng phần máy móc, có thể sửa được, chưa thay nhớt và tiếng động cơ hơi to, còn lại hoàn toàn như mới",Honda,Air Blade,2022,273640,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124642087.htm,2025-11-28 12:11:09,10.0,27.917133,1,Giá RẺ bất thường. AI dự đoán: 27.92 tr. (Thấp hơn 64%)
1165,Chính chủ bán xe yamaha R15 V3 biển số tp.hcm,38.000.000 đ,26.85 tr,31.52 tr,"Phường 5, Quận 8, Tp Hồ Chí Minh","Do không có nhu cầu đi lại nhiều, mình cần bán xe tâm huyết
Xe mới odo 6500 km, chủ yếu trùm mềnh nên còn mới tinh
Bạn nào có nhu cầu liên hệ mình nhé, cảm ơn vì đã đọc",Yamaha,Dòng khác,2019,6500,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật,Bảo hành hãng,> 50 kg,https://xe.chotot.com/mua-ban-xe-may-quan-8-tp-ho-chi-minh/124255284.htm,2025-11-28 12:11:09,38.0,23.604467,1,Giá CAO bất thường. AI dự đoán: 23.60 tr. (Cao hơn 61%)
